log_price,accommodates,bathrooms,bedrooms,beds,number_of_reviews,review_scores_rating
4.219507705176107,2,1.0,0.0,1.0,8,100.0
3.6635616461296463,5,1.0,1.0,3.0,16,100.0
4.31748811353631,2,1.0,1.0,1.0,43,97.0
4.31748811353631,2,1.0,1.0,1.0,73,95.0
4.356708826689592,2,1.0,0.0,2.0,44,94.0
5.1647859739235145,3,1.0,1.0,1.0,3,100.0
4.976733742420574,4,1.0,0.0,2.0,104,98.0
5.010635294096256,5,1.0,3.0,3.0,22,95.0
4.941642422609304,3,1.0,1.0,1.0,3,100.0
5.5174528964647065,6,1.0,2.0,4.0,6,93.0
4.700480365792417,3,1.0,1.0,1.0,6,97.0
4.605170185988092,3,1.0,1.0,1.0,1,100.0
4.442651256490317,2,1.0,1.0,1.0,16,93.0
4.59511985013459,3,1.0,1.0,2.0,47,92.0
3.80666248977032,3,0.5,1.0,2.0,63,97.0
4.8283137373023015,1,1.0,1.0,1.0,3,100.0
4.691347882229144,6,1.5,2.0,2.0,7,100.0
5.521460917862246,4,2.0,2.0,2.0,3,80.0
4.382026634673881,2,1.0,1.0,1.0,1,100.0
4.74493212836325,6,1.0,2.0,2.0,1,100.0
5.1647859739235145,3,1.0,2.0,2.0,5,100.0
3.555348061489413,2,1.0,1.0,1.0,14,99.0
5.6167710976665735,6,1.0,2.0,4.0,186,97.0
5.272999558563747,5,2.0,3.0,3.0,3,100.0
5.1647859739235145,2,1.0,0.0,1.0,6,97.0
4.859812404361672,4,1.0,1.0,1.0,15,87.0
5.433722003554242,2,1.0,1.0,1.0,9,89.0
4.59511985013459,2,1.0,1.0,1.0,2,100.0
4.4998096703302615,1,1.0,1.0,1.0,34,94.0
4.553876891600541,3,1.0,1.0,2.0,8,75.0
5.1647859739235145,3,1.0,1.0,2.0,11,94.0
4.584967478670572,2,1.0,1.0,1.0,36,96.0
4.59511985013459,3,1.0,1.0,1.0,27,87.0
4.867534450455582,6,1.5,3.0,3.0,2,90.0
4.189654742026425,2,1.0,1.0,1.0,2,60.0
4.787491742782046,2,1.0,1.0,1.0,9,93.0
4.31748811353631,2,1.0,1.0,1.0,167,89.0
4.605170185988092,2,1.0,1.0,1.0,12,98.0
5.087596335232384,4,1.0,0.0,1.0,3,93.0
4.382026634673881,2,1.0,1.0,1.0,9,100.0
5.978885764901122,6,3.0,3.0,3.0,48,99.0
4.8283137373023015,2,1.0,1.0,1.0,102,95.0
5.010635294096256,2,1.0,1.0,1.0,3,100.0
4.127134385045092,2,1.5,1.0,1.0,2,100.0
5.010635294096256,4,1.0,2.0,2.0,8,93.0
5.220355825078324,4,1.5,2.0,2.0,4,100.0
5.963579343618448,5,2.0,2.0,3.0,3,100.0
3.912023005428147,2,2.0,1.0,1.0,23,93.0
5.272999558563747,2,1.0,1.0,1.0,2,100.0
4.248495242049359,2,1.0,1.0,1.0,9,91.0
4.4067192472642525,2,1.0,0.0,2.0,51,93.0
4.4998096703302615,2,1.0,0.0,1.0,43,92.0
4.442651256490317,1,1.0,1.0,1.0,2,100.0
5.298317366548036,2,1.0,1.0,1.0,1,100.0
4.691347882229144,2,1.0,1.0,1.0,22,96.0
6.131226489483143,6,2.5,3.0,3.0,2,100.0
5.783825182329737,8,2.0,1.0,2.0,8,80.0
3.3672958299864737,1,1.5,1.0,1.0,4,90.0
3.688879454113936,2,1.0,1.0,1.0,1,80.0
6.214608098422191,6,1.5,2.0,3.0,1,100.0
4.382026634673881,2,2.0,1.0,1.0,31,97.0
4.0943445622221,2,2.0,1.0,1.0,9,93.0
5.135798437050261,2,2.0,1.0,1.0,1,100.0
4.8283137373023015,4,1.0,1.0,4.0,67,98.0
5.1647859739235145,2,1.0,0.0,1.0,2,100.0
4.174387269895637,2,1.0,1.0,1.0,31,95.0
4.553876891600541,2,1.0,1.0,1.0,2,100.0
5.37989735354046,4,1.0,1.0,2.0,13,97.0
5.521460917862246,2,1.0,1.0,1.0,36,99.0
5.68697535633982,4,2.0,2.0,3.0,28,99.0
4.007333185232471,1,1.0,1.0,1.0,6,100.0
5.991464547107983,10,3.0,4.0,5.0,3,93.0
4.4188406077965965,4,1.0,1.0,2.0,126,91.0
3.828641396489095,2,1.0,1.0,1.0,1,20.0
3.7612001156935615,1,1.0,1.0,1.0,81,91.0
5.666426688112433,4,2.0,2.0,2.0,26,98.0
5.6167710976665735,4,1.0,1.0,2.0,5,96.0
5.1647859739235145,3,1.0,1.0,1.0,1,100.0
3.912023005428147,2,1.0,1.0,1.0,7,87.0
4.07753744390572,2,1.0,1.0,1.0,5,76.0
5.288267030694535,2,1.0,1.0,1.0,138,95.0
3.737669618283368,2,1.0,1.0,1.0,58,89.0
4.31748811353631,2,1.0,1.0,1.0,73,98.0
5.883322388488279,2,1.0,0.0,1.0,1,80.0
4.382026634673881,2,1.0,1.0,1.0,1,100.0
5.003946305945459,4,1.0,1.0,2.0,72,93.0
4.927253685157205,4,1.0,1.0,3.0,38,94.0
4.382026634673881,2,1.0,1.0,1.0,21,94.0
4.48863636973214,2,1.0,1.0,1.0,22,95.0
3.871201010907892,3,1.0,1.0,2.0,68,92.0
4.7791234931115305,2,1.0,0.0,1.0,44,91.0
4.59511985013459,2,1.0,0.0,2.0,2,90.0
4.787491742782046,2,1.0,1.0,1.0,1,100.0
5.337538079701318,5,1.0,1.0,3.0,4,100.0
5.1929568508902095,2,1.0,1.0,1.0,15,96.0
4.8283137373023015,2,1.0,1.0,1.0,3,100.0
3.912023005428147,1,2.0,1.0,1.0,40,96.0
5.187385805840755,6,2.5,3.0,3.0,7,100.0
5.521460917862246,2,1.0,1.0,1.0,1,80.0
3.951243718581428,2,1.0,1.0,1.0,8,93.0
5.220355825078324,2,1.0,0.0,1.0,10,96.0
4.477336814478207,2,1.0,0.0,1.0,2,100.0
7.003065458786463,4,1.0,1.0,2.0,9,100.0
5.521460917862246,5,2.0,3.0,3.0,8,100.0
4.8283137373023015,2,1.0,1.0,1.0,107,96.0
4.174387269895637,2,1.0,1.0,1.0,17,92.0
4.634728988229637,4,1.0,1.0,2.0,12,97.0
4.442651256490317,2,1.5,1.0,2.0,1,80.0
4.90527477843843,4,1.0,1.0,2.0,5,92.0
4.90527477843843,3,1.0,1.0,1.0,14,97.0
4.174387269895637,2,1.0,0.0,1.0,18,98.0
5.010635294096256,4,1.0,2.0,2.0,2,90.0
4.3694478524670215,2,1.0,0.0,1.0,25,90.0
4.59511985013459,2,1.0,0.0,1.0,29,92.0
4.8283137373023015,4,1.0,1.0,3.0,28,89.0
5.736572297479192,16,2.0,2.0,3.0,7,87.0
5.043425116919247,2,1.0,0.0,1.0,3,100.0
5.1298987149230735,4,1.0,1.0,2.0,6,100.0
4.624972813284272,2,1.0,0.0,1.0,17,85.0
3.4011973816621555,1,1.0,1.0,1.0,36,90.0
4.700480365792417,4,1.0,1.0,4.0,5,90.0
3.555348061489413,2,0.0,1.0,1.0,15,88.0
4.59511985013459,2,1.0,1.0,1.0,1,100.0
4.442651256490317,2,1.0,1.0,1.0,16,94.0
4.442651256490317,2,1.0,0.0,1.0,14,89.0
5.1929568508902095,2,1.0,1.0,1.0,2,90.0
5.1929568508902095,4,1.0,2.0,2.0,2,80.0
5.66988092298052,3,1.0,1.0,1.0,23,99.0
5.926926025970412,5,1.0,2.0,2.0,7,100.0
4.442651256490317,1,1.0,1.0,1.0,1,100.0
4.060443010546419,1,1.0,1.0,1.0,4,100.0
4.442651256490317,2,1.0,0.0,1.0,8,100.0
5.135798437050261,2,1.0,1.0,1.0,10,96.0
4.787491742782046,2,1.0,1.0,1.0,1,100.0
5.075173815233828,2,1.0,1.0,1.0,58,98.0
4.605170185988092,2,1.0,0.0,1.0,1,80.0
4.700480365792417,2,1.5,1.0,1.0,11,94.0
3.951243718581428,2,1.0,1.0,1.0,15,92.0
4.709530201312334,2,1.0,1.0,1.0,79,98.0
4.4998096703302615,4,1.0,1.0,1.0,98,94.0
4.691347882229144,4,1.0,1.0,2.0,17,85.0
4.007333185232471,7,1.0,1.0,2.0,2,100.0
4.543294782270004,2,1.0,1.0,1.0,39,91.0
4.74493212836325,2,1.0,0.0,1.0,12,93.0
4.634728988229637,4,1.0,0.0,2.0,1,100.0
6.856461984594588,8,4.0,4.0,4.0,12,98.0
4.174387269895637,3,1.0,1.0,1.0,30,95.0
5.6167710976665735,6,1.0,2.0,3.0,1,60.0
4.0943445622221,3,1.0,1.0,2.0,8,100.0
4.59511985013459,4,1.0,1.0,1.0,43,94.0
4.248495242049359,2,4.0,1.0,1.0,187,94.0
5.220355825078324,3,1.0,0.0,1.0,5,100.0
4.59511985013459,2,1.0,1.0,1.0,123,97.0
5.293304824724492,2,1.0,1.0,1.0,63,94.0
5.783825182329737,4,1.0,0.0,2.0,1,100.0
4.709530201312334,2,1.0,1.0,1.0,17,93.0
3.6375861597263857,2,1.0,1.0,2.0,2,90.0
3.555348061489413,1,2.0,1.0,1.0,4,100.0
3.688879454113936,2,1.0,1.0,1.0,34,100.0
4.653960350157523,2,1.0,0.0,1.0,13,100.0
3.6635616461296463,2,1.5,1.0,2.0,70,95.0
3.828641396489095,2,1.0,1.0,1.0,78,97.0
5.1647859739235145,4,1.0,1.0,3.0,13,94.0
4.605170185988092,2,1.5,1.0,1.0,7,95.0
4.3694478524670215,2,1.0,1.0,1.0,18,94.0
3.688879454113936,1,1.0,1.0,1.0,8,80.0
4.912654885736052,6,1.0,1.0,3.0,30,99.0
4.4998096703302615,1,1.0,1.0,1.0,1,100.0
4.442651256490317,4,1.0,1.0,1.0,55,95.0
4.8283137373023015,4,1.0,1.0,1.0,54,98.0
4.174387269895637,2,1.5,1.0,1.0,7,100.0
4.605170185988092,2,1.0,1.0,1.0,27,93.0
4.941642422609304,2,1.0,0.0,1.0,52,95.0
4.248495242049359,2,1.0,1.0,1.0,42,95.0
4.007333185232471,2,1.5,1.0,1.0,5,100.0
5.940171252720432,6,2.0,3.0,4.0,17,96.0
5.393627546352364,2,1.0,1.0,1.0,2,100.0
4.007333185232471,2,1.0,1.0,1.0,12,90.0
3.912023005428147,3,2.0,1.0,1.0,31,92.0
4.605170185988092,3,1.0,1.0,2.0,27,88.0
3.3672958299864737,4,1.0,1.0,4.0,4,100.0
5.0369526024136295,4,1.0,2.0,3.0,30,92.0
6.396929655216146,8,2.0,3.0,5.0,16,86.0
5.703782474656202,2,1.0,1.0,1.0,1,100.0
7.569411792450713,8,3.5,3.0,3.0,1,100.0
5.703782474656202,4,1.0,2.0,4.0,5,96.0
5.598421958998375,2,1.0,1.0,2.0,7,100.0
4.700480365792417,2,1.0,1.0,1.0,6,83.0
4.442651256490317,4,1.0,0.0,2.0,9,87.0
3.555348061489413,1,2.0,1.0,1.0,2,100.0
3.8918202981106265,2,2.0,1.0,1.0,27,99.0
4.59511985013459,6,1.0,2.0,4.0,26,82.0
4.31748811353631,3,1.0,1.0,1.0,13,78.0
4.3694478524670215,2,1.0,1.0,1.0,75,95.0
5.010635294096256,4,1.0,1.0,2.0,8,88.0
5.293304824724492,6,2.0,2.0,2.0,43,100.0
3.49650756146648,1,1.0,1.0,1.0,3,93.0
5.075173815233828,6,2.0,2.0,4.0,17,98.0
5.1647859739235145,2,1.0,1.0,1.0,128,95.0
4.859812404361672,4,1.0,1.0,2.0,6,100.0
4.007333185232471,1,1.0,1.0,1.0,60,93.0
4.8283137373023015,2,1.0,1.0,1.0,90,98.0
3.80666248977032,1,1.0,1.0,1.0,1,100.0
4.59511985013459,2,1.0,1.0,1.0,1,100.0
4.382026634673881,2,1.0,1.0,1.0,52,96.0
4.859812404361672,3,1.0,1.0,2.0,15,94.0
5.293304824724492,2,1.0,1.0,1.0,4,90.0
4.934473933130692,2,1.0,1.0,1.0,2,80.0
4.31748811353631,2,1.0,1.0,1.0,1,100.0
5.700443573390688,4,2.0,3.0,3.0,11,93.0
5.556828061699537,6,2.0,2.0,3.0,22,95.0
4.976733742420574,2,1.0,1.0,1.0,14,97.0
4.867534450455582,2,1.0,1.0,1.0,2,100.0
5.298317366548036,4,2.0,2.0,2.0,18,95.0
4.653960350157523,3,1.0,1.0,1.0,14,92.0
4.8283137373023015,3,1.0,0.0,1.0,254,95.0
4.248495242049359,2,1.0,1.0,1.0,21,93.0
5.010635294096256,2,1.0,1.0,1.0,1,80.0
5.3230099791384085,4,1.0,2.0,2.0,6,90.0
5.666426688112433,10,3.0,5.0,5.0,7,97.0
3.4657359027997265,1,1.5,1.0,1.0,1,20.0
4.74493212836325,2,1.0,1.0,1.0,4,95.0
5.187385805840755,2,1.0,1.0,1.0,3,100.0
4.90527477843843,2,1.0,0.0,1.0,135,93.0
5.272999558563747,4,1.0,2.0,2.0,29,99.0
4.442651256490317,2,1.0,0.0,1.0,42,91.0
4.59511985013459,2,1.0,1.0,1.0,7,91.0
5.988961416889862,4,1.0,2.0,2.0,13,93.0
4.867534450455582,6,1.0,1.0,3.0,12,82.0
4.4998096703302615,1,1.0,1.0,1.0,11,100.0
4.976733742420574,4,1.0,0.0,2.0,55,95.0
4.007333185232471,2,1.0,1.0,1.0,12,93.0
4.394449154672439,2,1.0,1.0,1.0,64,91.0
4.07753744390572,1,1.0,1.0,1.0,10,90.0
5.1647859739235145,4,1.0,1.0,2.0,44,99.0
3.4011973816621555,1,2.0,1.0,1.0,2,100.0
5.521460917862246,8,2.0,2.0,4.0,54,94.0
5.068904202220232,4,2.0,2.0,2.0,36,98.0
4.941642422609304,4,1.0,1.0,1.0,7,91.0
4.605170185988092,3,1.0,1.0,1.0,99,94.0
5.0238805208462765,6,1.0,2.0,2.0,14,99.0
4.189654742026425,2,1.0,1.0,1.0,6,100.0
4.219507705176107,1,1.0,1.0,1.0,18,99.0
4.859812404361672,6,2.0,2.0,4.0,29,96.0
4.691347882229144,2,1.0,1.0,1.0,191,90.0
5.988961416889862,11,3.5,4.0,6.0,57,99.0
5.298317366548036,2,1.0,1.0,1.0,19,96.0
6.684611727667928,4,2.5,2.0,2.0,4,100.0
5.135798437050261,2,1.0,0.0,1.0,4,90.0
5.043425116919247,4,1.0,2.0,2.0,6,100.0
4.74493212836325,3,1.0,1.0,2.0,11,94.0
4.0943445622221,1,2.0,1.0,1.0,24,96.0
5.1929568508902095,2,1.5,1.0,1.0,43,92.0
4.23410650459726,2,1.0,1.0,1.0,28,96.0
5.3471075307174685,5,1.0,2.0,2.0,13,89.0
4.700480365792417,2,1.0,1.0,1.0,12,90.0
3.8918202981106265,2,1.0,1.0,2.0,66,96.0
4.0943445622221,2,1.0,1.0,1.0,1,100.0
4.553876891600541,2,1.0,1.0,1.0,3,87.0
3.80666248977032,2,1.0,1.0,1.0,1,100.0
4.859812404361672,4,1.0,1.0,2.0,25,89.0
4.7791234931115305,2,1.0,1.0,1.0,3,100.0
4.7791234931115305,2,1.0,1.0,1.0,12,100.0
5.010635294096256,5,1.5,2.0,3.0,3,100.0
5.293304824724492,4,1.0,1.0,2.0,1,80.0
5.5174528964647065,3,1.0,1.0,1.0,51,93.0
5.272999558563747,8,1.0,2.0,2.0,13,82.0
4.59511985013459,4,1.0,1.0,2.0,30,97.0
5.703782474656202,6,2.0,1.0,3.0,32,99.0
3.555348061489413,4,2.0,1.0,4.0,19,75.0
4.31748811353631,2,1.0,1.0,1.0,7,100.0
5.796057750765373,3,1.0,0.0,1.0,3,80.0
5.703782474656202,8,1.5,1.0,2.0,1,100.0
5.075173815233828,2,2.0,1.0,1.0,8,97.0
4.07753744390572,3,1.0,1.0,2.0,10,80.0
3.6635616461296463,4,3.5,1.0,2.0,5,100.0
4.48863636973214,2,2.0,1.0,1.0,2,90.0
4.700480365792417,3,1.0,1.0,2.0,139,93.0
3.871201010907892,3,1.0,1.0,1.0,125,96.0
5.521460917862246,5,2.0,3.0,3.0,2,100.0
5.003946305945459,2,1.0,0.0,1.0,129,97.0
5.075173815233828,2,1.0,1.0,1.0,28,98.0
3.4657359027997265,1,1.0,0.0,1.0,6,100.0
4.442651256490317,4,1.0,1.0,1.0,14,94.0
4.941642422609304,4,1.0,1.0,1.0,7,100.0
4.143134726391533,2,1.0,1.0,1.0,1,100.0
5.010635294096256,2,1.0,1.0,1.0,3,93.0
3.4657359027997265,1,1.0,1.0,1.0,2,100.0
6.38856140554563,8,2.5,4.0,5.0,1,100.0
5.5606816310155285,3,1.0,1.0,2.0,3,100.0
6.192362489474872,5,2.0,3.0,3.0,43,98.0
5.298317366548036,4,1.0,1.0,2.0,5,92.0
4.74493212836325,3,1.0,1.0,3.0,24,95.0
4.691347882229144,2,1.0,1.0,1.0,74,97.0
4.248495242049359,2,1.0,1.0,2.0,3,93.0
4.48863636973214,1,2.5,1.0,1.0,79,100.0
3.80666248977032,2,1.0,1.0,1.0,6,93.0
5.298317366548036,3,1.0,1.0,2.0,7,91.0
4.718498871295094,5,1.5,1.0,2.0,318,87.0
3.610917912644224,1,1.0,1.0,1.0,9,82.0
4.5217885770490405,2,1.0,1.0,1.0,3,100.0
3.80666248977032,1,1.5,1.0,1.0,6,90.0
4.941642422609304,2,1.0,0.0,1.0,33,96.0
5.416100402204419,2,1.0,1.0,1.0,187,85.0
5.187385805840755,4,1.0,1.0,1.0,33,96.0
5.703782474656202,9,3.5,4.0,5.0,1,100.0
4.382026634673881,2,1.0,1.0,1.0,35,92.0
4.867534450455582,5,1.0,3.0,3.0,14,97.0
5.3706380281276624,2,1.0,1.0,1.0,3,87.0
3.912023005428147,2,1.0,1.0,1.0,3,93.0
3.912023005428147,2,1.0,0.0,1.0,3,87.0
4.59511985013459,4,1.0,1.0,2.0,9,96.0
4.007333185232471,2,1.0,1.0,1.0,10,96.0
3.5263605246161616,1,1.0,1.0,1.0,7,93.0
7.003065458786463,8,1.0,3.0,5.0,15,99.0
5.105945473900579,2,1.0,0.0,1.0,8,93.0
4.48863636973214,2,1.0,1.0,1.0,3,87.0
5.075173815233828,2,2.0,1.0,1.0,1,100.0
4.07753744390572,1,1.0,1.0,1.0,1,100.0
3.80666248977032,2,1.0,1.0,1.0,14,95.0
5.1647859739235145,6,1.0,2.0,3.0,23,100.0
5.298317366548036,2,1.0,1.0,2.0,1,100.0
3.912023005428147,2,1.0,1.0,1.0,1,100.0
5.6167710976665735,5,2.0,2.0,2.0,25,98.0
3.688879454113936,2,1.0,1.0,1.0,14,100.0
4.48863636973214,2,1.0,1.0,1.0,11,98.0
4.700480365792417,2,2.0,1.0,1.0,5,100.0
4.07753744390572,4,1.0,1.0,1.0,13,98.0
5.351858133476067,3,1.0,1.0,2.0,13,95.0
4.700480365792417,1,1.0,1.0,1.0,1,100.0
4.31748811353631,2,1.0,1.0,2.0,38,96.0
5.634789603169249,8,1.0,3.0,4.0,26,93.0
4.934473933130692,4,1.0,2.0,3.0,10,98.0
4.941642422609304,2,1.0,1.0,2.0,15,100.0
4.174387269895637,2,1.0,1.0,1.0,11,93.0
4.343805421853683,1,1.0,1.0,1.0,23,96.0
4.23410650459726,2,1.0,1.0,1.0,25,97.0
4.6443908991413725,2,1.0,1.0,1.0,1,80.0
4.553876891600541,2,1.0,1.0,1.0,22,96.0
5.010635294096256,3,1.0,0.0,1.0,16,98.0
5.293304824724492,6,2.0,2.0,2.0,31,96.0
5.010635294096256,2,1.0,1.0,1.0,3,100.0
4.174387269895637,2,1.0,1.0,2.0,28,73.0
4.248495242049359,2,1.0,1.0,1.0,3,60.0
4.787491742782046,3,1.0,0.0,1.0,44,90.0
5.247024072160486,2,1.0,1.0,1.0,2,100.0
3.951243718581428,2,1.0,1.0,1.0,21,98.0
3.951243718581428,2,1.0,1.0,1.0,22,96.0
5.872117789475416,8,3.0,4.0,5.0,37,92.0
5.043425116919247,4,2.0,2.0,2.0,85,92.0
4.700480365792417,4,1.0,2.0,2.0,4,55.0
6.204557762568692,8,3.5,4.0,4.0,29,96.0
4.174387269895637,2,1.0,0.0,1.0,20,94.0
5.703782474656202,4,1.0,2.0,2.0,13,90.0
4.043051267834549,3,2.0,1.0,2.0,70,94.0
5.3706380281276624,4,1.0,2.0,2.0,3,73.0
4.74493212836325,2,1.0,1.0,1.0,191,97.0
4.7791234931115305,2,1.0,1.0,1.0,6,97.0
5.1647859739235145,2,1.0,1.0,2.0,25,91.0
4.31748811353631,2,1.0,1.0,1.0,2,100.0
4.8283137373023015,2,1.0,1.0,1.0,48,94.0
3.80666248977032,2,1.5,1.0,1.0,39,98.0
5.075173815233828,3,1.0,1.0,1.0,1,80.0
5.991464547107983,12,3.5,4.0,7.0,46,85.0
4.442651256490317,5,1.0,1.0,1.0,32,96.0
